idx,primary_barrier,primary_action,sdg_alignment
3110,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3115,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3116,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3118,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3119,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3120,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3123,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3125,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3127,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3130,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3131,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3133,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3134,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3137,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3138,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3139,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3140,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3142,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3143,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3144,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3146,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3147,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3150,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3151,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3155,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3156,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3157,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3160,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3161,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3162,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3163,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3164,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3166,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3169,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3170,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3172,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3173,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3174,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3176,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3177,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3180,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3183,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3184,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3185,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3187,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3191,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3192,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3194,gender_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3195,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3196,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3198,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3199,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3202,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3204,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3206,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3207,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3208,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3210,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3213,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3216,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3217,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3218,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3220,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3222,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3225,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3227,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3232,country_Rwanda,🌍 General financial inclusion program,SDG 1: No Poverty
3233,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3235,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3236,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3237,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3238,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3240,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3241,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3242,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3243,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3246,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3247,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3249,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3250,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3252,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3253,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3256,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3257,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3258,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3259,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3260,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3261,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3262,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3263,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3264,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3265,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3266,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3268,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3269,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3271,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3273,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3278,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3279,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3281,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3283,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3286,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3287,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3290,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3291,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3292,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3293,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3294,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3296,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3297,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3299,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3302,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3305,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3306,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3309,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3312,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3319,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3320,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3322,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3323,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3324,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3325,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3327,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3330,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3332,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3334,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3336,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3339,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3340,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3341,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3343,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3344,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3346,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3349,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3350,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3351,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3352,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3354,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3356,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3359,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3360,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3361,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3362,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3368,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3370,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3373,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3374,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3378,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3379,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3382,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3384,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3385,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3387,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3388,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3390,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3393,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3400,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3402,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3403,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3404,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3407,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3409,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3411,gender_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3412,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3414,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3417,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3420,country_Rwanda,🌍 General financial inclusion program,SDG 1: No Poverty
3421,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3422,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3423,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3424,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3425,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3427,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3429,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3430,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3431,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3432,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3434,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3437,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3438,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3441,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3444,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
